official_sk,last_name,gov_type,num_officials,id,valid_from,name_formal,links,valid_to,chamber_id,party,chamber_type,first_name,city,district_sk,district_id,state
14140,Ryan,LOCAL,5,14140,0001-01-01 00:00:00+00,Syracuse Common Council,#,2011-12-31 00:00:00+00,4487,,LOWER,William,Syracuse,2264,At Large,NY
4651,Dougherty,LOCAL,1,68068,2012-01-01 00:00:00+00,Syracuse Common Council,#,2016-01-01 00:00:00+00,4487,,LOWER,Bob,Syracuse,1016,000000000003,NY
1906,McLaughlin,STATE,1,192767,2013-01-01 00:00:00+00,New York State Assembly,#,2018-01-01 00:00:00+00,2473,Republican,LOWER,Steven,,753476,000000000107,NY
2463,Heagerty,LOCAL,1,2463,0001-01-01 00:00:00+00,Syracuse Common Council,#,2009-12-31 00:00:00+00,4487,,LOWER,Michael,Syracuse,458,000000000001,NY
3468,Dinowitz,STATE,0,3468,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Jeffrey,,7563,000000000081,NY
5224,Little,STATE,1,194423,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,Elizabeth,,753647,000000000045,NY
16778,Conklin,LOCAL,5,181435,2012-05-31 00:00:00+00,Rochester City Council,#,2018-01-01 00:00:00+00,4292,,LOWER,Carolee,Rochester,393435,At Large,NY
65752,Maisel,LOCAL,1,190179,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Alan,New York,758870,46,NY
136666,Miller,STATE,1,193957,2017-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Brian,,753469,000000000101,NY
9023,Kuhl,NATIONAL,0,9023,2007-01-04 00:00:00+00,United States House of Representatives,#,2009-01-03 00:00:00+00,4507,Republican,LOWER,John,,1524,000000000029,NY
3091,Lander,LOCAL,1,190172,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Brad,New York,758864,39,NY
10582,Quart,STATE,0,20964,2011-09-13 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Dan,,7585,000000000073,NY
15404,Ra,STATE,0,15404,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Edward,,7604,000000000021,NY
29901,Solages,STATE,1,201349,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Michaelle,,753456,000000000022,NY
13528,Corwin,STATE,0,13528,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Jane,,7505,000000000142,NY
65716,Levine,LOCAL,1,190261,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Mark,New York,758832,7,NY
136517,Carroll,STATE,1,193849,2017-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Robert,,753525,000000000044,NY
30085,McDonald,STATE,1,199966,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,John,,753477,000000000108,NY
11596,Peoples-Stokes,STATE,1,197964,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Crystal,,753579,000000000141,NY
5661,Kellner,STATE,1,62316,2013-01-01 00:00:00+00,New York State Assembly,#,2015-01-01 00:00:00+00,2473,Democrat,LOWER,Micah,,753491,000000000076,NY
13123,Hanna,NATIONAL,0,13123,2011-01-03 00:00:00+00,United States House of Representatives,#,2013-01-03 00:00:00+00,4507,Republican,LOWER,Richard,,1521,000000000024,NY
11133,Jackson,LOCAL,0,65834,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Robert,New York,1774,000000000007,NY
69192,VACANT,STATE,1,81070,2014-01-01 00:00:00+00,New York State Assembly,#,2015-01-01 00:00:00+00,2473,,LOWER,VACANT,,753557,000000000077,NY
3733,Crowley,LOCAL,0,67478,2009-01-07 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Elizabeth,New York,1045,000000000030,NY
292,Roberts,STATE,1,111193,2013-01-01 00:00:00+00,New York State Assembly,#,2015-06-26 00:00:00+00,2473,Democrat,LOWER,Samuel,,753500,000000000128,NY
8644,Winner,STATE,0,8644,2011-01-01 00:00:00+00,New York State Senate,#,0001-01-02 00:00:00+00,4502,Republican,UPPER,George,,3579,000000000053,NY
7424,Brennan,STATE,0,7424,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,James,,7626,000000000044,NY
182920,Rudd,LOCAL,5,197468,2018-01-01 00:00:00+00,Syracuse Common Council,#,2022-01-01 00:00:00+00,4487,,LOWER,Timothy,Syracuse,2264,At Large,NY
30035,Buchwald,STATE,1,193845,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,David,,753460,000000000093,NY
17645,Avella,LOCAL,0,17645,0001-01-01 00:00:00+00,New York City Council,#,2009-12-31 00:00:00+00,1337,,LOWER,Tony,New York,597,000000000019,NY
728,VACANT,STATE,0,728,0001-01-01 00:00:00+00,New York State Assembly,#,2012-04-24 00:00:00+00,2473,,LOWER,VACANT,,7585,000000000073,NY
4703,Hevesi,STATE,0,4703,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Andrew,,7608,000000000028,NY
8011,Miner,LOCAL,5,8011,0001-01-01 00:00:00+00,Syracuse Common Council,#,2009-12-31 00:00:00+00,4487,,LOWER,Stephanie,Syracuse,2264,At Large,NY
136602,De La Rosa,STATE,1,200482,2017-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Carmen,,753553,000000000072,NY
6602,Tedisco,STATE,1,194427,2017-01-01 00:00:00+00,New York State Senate,6602,2019-01-01 00:00:00+00,4502,Republican,UPPER,James,,753596,000000000049,NY
10582,Quart,STATE,1,192880,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Dan,,753554,000000000073,NY
69182,VACANT,STATE,1,81036,2014-01-01 00:00:00+00,New York State Assembly,#,2015-01-01 00:00:00+00,2473,,LOWER,VACANT,,753537,000000000054,NY
11458,O'Mara,STATE,0,11458,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,Thomas ,,3579,000000000053,NY
7592,Bing,STATE,0,7592,2011-01-01 00:00:00+00,New York State Assembly,#,2011-09-13 00:00:00+00,2473,Democrat,LOWER,Jonathan,,7585,000000000073,NY
182642,Moya,LOCAL,1,196893,2018-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Francisco,New York,758837,21,NY
19693,Diaz,LOCAL,1,199695,2012-06-22 00:00:00+00,Bronx Borough President,#,2022-01-01 00:00:00+00,4425,,EXEC,Ruben,New York,393973,BRONX,NY
11371,Golombek,LOCAL,1,199707,2012-01-01 00:00:00+00,Buffalo Common Council,#,2020-01-01 00:00:00+00,1621,Democrat,LOWER,Joseph,Buffalo,392983,NORTH,NY
3313,Diaz,STATE,0,3313,2011-01-01 00:00:00+00,New York State Senate,196879,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Ruben,,3617,000000000032,NY
3611,Gabryszak,STATE,1,72894,2013-01-01 00:00:00+00,New York State Assembly,#,2014-01-12 00:00:00+00,2473,Democrat,LOWER,Dennis,,753581,000000000143,NY
15717,Hikind,STATE,0,15717,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Dov,,7634,000000000048,NY
69188,VACANT,STATE,1,81045,2014-01-01 00:00:00+00,New York State Assembly,#,2015-01-01 00:00:00+00,2473,,LOWER,VACANT,,753542,000000000060,NY
136757,Jones,STATE,1,193929,2017-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,D. Billy,,753484,000000000115,NY
6174,Kessner,LOCAL,5,178112,2010-01-01 00:00:00+00,Syracuse Common Council,#,2018-01-01 00:00:00+00,4487,,LOWER,Jean,Syracuse,2264,At Large,NY
16499,Espaillat,STATE,0,16499,2011-01-01 00:00:00+00,New York State Senate,183869,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Adriano,,3621,000000000031,NY
81193,Serino,STATE,1,194419,2015-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,Sue,,753643,000000000041,NY
15266,Ravitch,STATE,2,15266,0001-01-01 00:00:00+00,New York Governor,#,2010-01-01 00:00:00+00,4455,Democrat,EXEC,Richard,,619,NY,NY
40956,Hennessey,STATE,1,62305,2013-01-01 15:29:14+00,New York State Assembly,#,2015-01-01 00:00:00+00,2473,Democrat,LOWER,Edward,,753437,000000000003,NY
2829,Sears,LOCAL,0,2829,0001-01-01 00:00:00+00,New York City Council,#,2009-12-31 00:00:00+00,1337,Democrat,LOWER,Helen,New York,815,000000000025,NY
18357,Russell,LOCAL,1,116980,2012-01-01 00:00:00+00,Buffalo Common Council,#,2014-01-01 00:00:00+00,1621,Democrat,LOWER,Bonnie,Buffalo,392988,UNIVERSITY,NY
81158,Venditto,STATE,1,123914,2015-01-01 00:00:00+00,New York State Senate,#,2017-01-01 00:00:00+00,4502,Republican,UPPER,Michael,,753618,000000000008,NY
13927,Diaz,STATE,0,13927,2009-01-01 00:00:00+00,New York State Assembly,#,2011-01-01 00:00:00+00,2473,Democrat,LOWER,Ruben,,7578,000000000085,NY
9090,Duprey,STATE,1,109457,2013-01-01 00:00:00+00,New York State Assembly,#,2017-01-01 00:00:00+00,2473,Republican,LOWER,Janet,,753484,000000000115,NY
10871,Weprin,STATE,1,194042,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,David,,753468,000000000024,NY
4782,Skartados,STATE,0,4782,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Democrat,LOWER,Frank,,7517,000000000100,NY
3992,Fitzpatrick,STATE,1,193906,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Michael,,753442,000000000008,NY
8544,Koon,STATE,0,8544,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Democrat,LOWER,David,,7528,000000000135,NY
15257,McDonough,STATE,1,193956,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,David,,753448,000000000014,NY
3468,Dinowitz,STATE,1,193900,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Jeffrey,,753561,000000000081,NY
136504,Vanel,STATE,1,194031,2017-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Clyde,,753515,000000000033,NY
5626,Friend,STATE,0,5626,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Christopher ,,7538,000000000137,NY
2416,Lopez,STATE,1,54990,2013-01-01 00:00:00+00,New York State Assembly,#,2013-05-20 00:00:00+00,2473,Democrat,LOWER,Vito,,753535,000000000053,NY
9611,Sampson,STATE,1,114424,2013-01-01 00:00:00+00,New York State Senate,#,2015-07-24 00:00:00+00,4502,Democrat,UPPER,John,,753613,000000000019,NY
726,Camara,STATE,0,726,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Karim,,7630,000000000043,NY
4030,Goldfeder,STATE,1,109474,2013-01-01 00:00:00+00,New York State Assembly,#,2017-01-01 00:00:00+00,2473,Democrat,LOWER,Phillip,,753457,000000000023,NY
136746,Walsh,STATE,1,196207,2017-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Mary Beth,,753481,000000000112,NY
14941,Cahill,STATE,0,14941,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Kevin,,7518,000000000101,NY
7003,Miller,STATE,0,7003,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Michael,,7622,000000000038,NY
10454,Titone,STATE,0,10454,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Matthew,,7631,000000000061,NY
4559,Stevenson,STATE,0,4559,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Eric,,7572,000000000079,NY
4923,DeFrancisco,STATE,0,4923,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,John,,3595,000000000050,NY
14929,Golden,STATE,0,14929,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,Martin,,3655,000000000022,NY
7424,Brennan,STATE,1,109432,2013-01-01 00:00:00+00,New York State Assembly,#,2017-01-01 00:00:00+00,2473,Democrat,LOWER,James,,753525,000000000044,NY
175026,VACANT,STATE,1,188146,2017-08-11 00:00:00+00,New York State Senate,#,2017-12-06 00:00:00+00,4502,,UPPER,VACANT,,753626,000000000026,NY
14706,Smardz,STATE,0,14706,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Kevin ,,7536,000000000146,NY
69080,Patterson,LOCAL,1,191469,2014-01-01 00:00:00+00,Rochester City Council,#,2020-01-01 00:00:00+00,4292,,LOWER,Michael,Rochester,393434,Northeast,NY
2990,Perry,STATE,0,2990,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,N. Nick,,7629,000000000058,NY
29826,O'Brien,STATE,1,62446,2013-01-01 00:00:00+00,New York State Senate,#,2015-01-01 00:00:00+00,4502,Democrat,UPPER,Ted,,753603,000000000055,NY
54991,VACANT,STATE,1,68409,2013-05-20 16:03:02+00,New York State Assembly,#,2013-12-01 00:00:00+00,2473,,LOWER,VACANT,,753535,000000000053,NY
321,Saland,STATE,0,321,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,Stephen,,3583,000000000041,NY
173712,Breen,LOCAL,1,191703,2016-01-01 00:00:00+00,Yonkers City Council,#,2020-01-01 00:00:00+00,4427,,LOWER,Mike,Yonkers,858760,5,NY
6820,McMahon,LOCAL,0,6820,0001-01-01 00:00:00+00,New York City Council,#,2009-12-31 00:00:00+00,1337,Democrat,LOWER,Michael,New York,1375,000000000049,NY
5524,Millman,STATE,0,5524,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Joan,,7623,000000000052,NY
112326,VACANT,LOCAL,1,122775,2015-07-09 00:00:00+00,New York City Council,#,2015-11-10 00:00:00+00,1337,,LOWER,VACANT,New York,758875,51,NY
8798,Slaughter,NATIONAL,1,194447,2013-01-03 00:00:00+00,United States House of Representatives,#,2018-03-16 00:00:00+00,4507,Democrat,LOWER,Louise,,757514,000000000025,NY
10763,Grimm,NATIONAL,1,92861,2013-01-03 00:00:00+00,United States House of Representatives,#,2015-01-06 00:00:00+00,4507,Republican,LOWER,Mike,,757517,000000000011,NY
30023,Sepúlveda,STATE,1,198763,2018-04-30 00:00:00+00,New York State Senate,198764,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Luis,,753633,000000000032,NY
1155,Rivera,STATE,0,33163,2011-01-01 00:00:00+00,New York State Assembly,#,2012-06-30 00:00:00+00,2473,Democrat,LOWER,Peter,,7573,000000000076,NY
18191,Vallone,LOCAL,0,65839,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Peter,New York,795,000000000022,NY
362,Seals,LOCAL,1,362,2010-01-01 00:00:00+00,Syracuse Common Council,#,2011-12-31 00:00:00+00,4487,,LOWER,Thomas,Syracuse,1297,000000000004,NY
182672,Yeger,LOCAL,1,196891,2018-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Kalman,New York,758868,44,NY
14714,King,NATIONAL,0,14714,2011-01-03 00:00:00+00,United States House of Representatives,#,2013-01-03 00:00:00+00,4507,Republican,LOWER,Peter,,1573,000000000003,NY
1798,Klein,STATE,1,194321,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Jeffrey,,753635,000000000034,NY
3045,Weprin,LOCAL,0,67468,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Mark,New York,804,000000000023,NY
8107,Tobacco,STATE,0,8107,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Lou,,7639,000000000062,NY
16499,Espaillat,NATIONAL,1,183869,2017-01-03 00:00:00+00,United States House of Representatives,16499,2019-01-03 00:00:00+00,4507,Democrat,LOWER,Adriano,,757519,000000000013,NY
9839,Higgins,NATIONAL,0,9839,2011-01-03 00:00:00+00,United States House of Representatives,#,2013-01-03 00:00:00+00,4507,Democrat,LOWER,Brian,,1534,000000000027,NY
12790,Mendez,LOCAL,1,180002,2014-01-01 00:00:00+00,New York City Council,#,2018-01-01 00:00:00+00,1337,Democrat,LOWER,Rosie,New York,758827,2,NY
15425,Adams,STATE,0,15425,2011-01-01 00:00:00+00,New York State Senate,191328,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Eric,,3643,000000000020,NY
2126,Dilan,STATE,1,193899,2015-01-01 00:00:00+00,New York State Assembly,65845,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Erik,,753537,000000000054,NY
17082,Clarke,NATIONAL,1,159865,2013-01-03 00:00:00+00,United States House of Representatives,#,2019-01-03 00:00:00+00,4507,Democrat,LOWER,Yvette,,757508,000000000009,NY
5985,McNulty,NATIONAL,0,5985,2007-01-04 00:00:00+00,United States House of Representatives,#,2009-01-03 00:00:00+00,4507,Democrat,LOWER,Michael,,1518,000000000021,NY
19104,Mayer,STATE,1,198759,2013-01-01 00:00:00+00,New York State Assembly,#,2018-04-30 00:00:00+00,2473,Democrat,LOWER,Shelley,,753570,000000000090,NY
8798,Slaughter,NATIONAL,0,8798,2011-01-03 00:00:00+00,United States House of Representatives,#,2013-01-03 00:00:00+00,4507,Democrat,LOWER,Louise,,1512,000000000028,NY
136638,Byrne,STATE,1,193847,2017-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Kevin,,753461,000000000094,NY
9753,Tonko,NATIONAL,1,175109,2013-01-03 00:00:00+00,United States House of Representatives,#,2019-01-03 00:00:00+00,4507,Democrat,LOWER,Paul,,757507,000000000020,NY
3420,Gillibrand,NATIONAL,0,3420,2009-01-03 00:00:00+00,United States House of Representatives,#,2009-01-26 00:00:00+00,4507,Democrat,LOWER,Kirsten,,1516,000000000020,NY
3232,Seward,STATE,1,194429,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Republican,UPPER,James,,753599,000000000051,NY
16935,Rivera,LOCAL,0,65836,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Joel,New York,565,000000000015,NY
17457,Maffei,NATIONAL,1,92849,2013-01-03 00:00:00+00,United States House of Representatives,#,2015-01-06 00:00:00+00,4507,Democrat,LOWER,Daniel,,757513,000000000024,NY
33164,VACANT,STATE,0,33164,2012-06-30 21:05:37+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,,LOWER,VACANT,,7573,000000000076,NY
65725,Torres,LOCAL,1,190144,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Ritchie,New York,758840,15,NY
11963,Engel,NATIONAL,0,11963,2011-01-03 00:00:00+00,United States House of Representatives,#,2013-01-03 00:00:00+00,4507,Democrat,LOWER,Eliot,,1545,000000000017,NY
4559,Stevenson,STATE,1,69377,2013-01-01 00:00:00+00,New York State Assembly,#,2014-01-13 00:00:00+00,2473,Democrat,LOWER,Eric,,753559,000000000079,NY
116911,Scanlon,LOCAL,1,188282,2013-01-01 00:00:00+00,Buffalo Common Council,#,2020-01-01 00:00:00+00,1621,Democrat,LOWER,Christopher,Buffalo,392985,SOUTH,NY
4031,Kennedy,STATE,0,4031,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Democrat,UPPER,Timothy,,3598,000000000058,NY
7855,Flanagan,STATE,0,7855,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,John,,3614,000000000002,NY
7003,Miller,STATE,1,193959,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Michael,,753520,000000000038,NY
81024,Bichotte,STATE,1,193836,2015-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Rodneyse,,753523,000000000042,NY
65604,Davila,STATE,1,195908,2013-12-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Maritza,,753535,000000000053,NY
2977,Hogan,LOCAL,1,68067,2012-01-01 00:00:00+00,Syracuse Common Council,#,2014-01-01 00:00:00+00,4487,,LOWER,Pat,Syracuse,752,000000000002,NY
81171,Hamilton,STATE,1,196197,2015-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Jesse,,753620,000000000020,NY
30094,Stec,STATE,1,194024,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Dan,,753483,000000000114,NY
5154,O'Mara,STATE,0,5154,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Republican,LOWER,Thomas,,7538,000000000137,NY
6647,Malliotakis,STATE,1,193950,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Nicole,,753546,000000000064,NY
8620,Barron,STATE,1,193834,2015-01-01 00:00:00+00,New York State Assembly,65847,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Charles,,753542,000000000060,NY
11349,Fuschillo,STATE,0,11349,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,Charles,,3633,000000000008,NY
709,Velázquez,NATIONAL,0,709,2011-01-03 00:00:00+00,United States House of Representatives,#,2013-01-03 00:00:00+00,4507,Democrat,LOWER,Nydia,,1575,000000000012,NY
6551,Tenney,STATE,1,109560,2013-01-01 00:00:00+00,New York State Assembly,#,2017-01-01 00:00:00+00,2473,Republican,LOWER,Claudia,,753469,000000000101,NY
11866,Towns,STATE,0,11866,2011-01-01 00:00:00+00,New York State Assembly,#,2012-04-24 00:00:00+00,2473,Democrat,LOWER,Darryl,,7616,000000000054,NY
17007,Hyer-Spencer,STATE,0,17007,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Democrat,LOWER,Janele,,7633,000000000060,NY
4233,Gonzàlez,LOCAL,5,4233,0001-01-01 00:00:00+00,Syracuse Common Council,#,2009-12-31 00:00:00+00,4487,,LOWER,Bethaida,Syracuse,2264,At Large,NY
19103,Skartados,STATE,0,20966,2012-04-24 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Frank,,7517,000000000100,NY
15398,Koo,LOCAL,1,190151,2014-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Peter,New York,758847,20,NY
5224,Little,STATE,0,5224,2011-01-01 00:00:00+00,New York State Senate,#,2013-01-01 00:00:00+00,4502,Republican,UPPER,Elizabeth,,3589,000000000045,NY
7610,Mealy,LOCAL,0,67490,2010-01-01 00:00:00+00,New York City Council,#,2014-01-01 00:00:00+00,1337,Democrat,LOWER,Darlene,New York,1320,000000000041,NY
3733,Crowley,LOCAL,1,190161,2014-01-01 00:00:00+00,New York City Council,#,2018-01-01 00:00:00+00,1337,Democrat,LOWER,Elizabeth,New York,758856,30,NY
4763,Latimer,STATE,0,4763,2011-01-01 00:00:00+00,New York State Assembly,192892,2013-01-01 00:00:00+00,2473,Democrat,LOWER,George,,7560,000000000091,NY
182670,Powers,LOCAL,1,196895,2018-01-01 00:00:00+00,New York City Council,#,2022-01-01 00:00:00+00,1337,Democrat,LOWER,Keith,New York,758829,4,NY
15289,Murray,STATE,1,193963,2015-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Dean,,753437,000000000003,NY
895,Kolb,STATE,1,193932,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Republican,LOWER,Brian,,753503,000000000131,NY
10050,Brindisi,STATE,1,201192,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Anthony,,753488,000000000119,NY
56489,Liu,LOCAL,3,56489,2010-01-01 15:23:51+00,New York City Comptroller,#,2014-01-01 00:00:00+00,2333,Democrat,EXEC,John,New York,317,NEW YORK,NY
1175,Rivera,STATE,1,194320,2013-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,J.,,753634,000000000033,NY
9161,Cusick,STATE,1,193892,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Michael,,753536,000000000063,NY
2467,Bronson,STATE,1,193844,2013-01-01 00:00:00+00,New York State Assembly,#,2019-01-01 00:00:00+00,2473,Democrat,LOWER,Harry,,753576,000000000138,NY
9152,Johns,STATE,0,9152,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Republican,LOWER,Mark ,,7528,000000000135,NY
154325,VACANT,LOCAL,1,156071,2017-01-01 00:00:00+00,New York City Council,#,2017-02-21 00:00:00+00,1337,,LOWER,VACANT,New York,758834,9,NY
9275,Graf,STATE,1,192777,2013-01-01 00:00:00+00,New York State Assembly,#,2018-01-01 00:00:00+00,2473,Republican,LOWER,Alfred,,753439,000000000005,NY
10763,Grimm,NATIONAL,0,10763,2011-01-03 00:00:00+00,United States House of Representatives,#,2013-01-03 00:00:00+00,4507,Republican,LOWER,Mike,,1577,000000000013,NY
9750,Saladino,STATE,1,157709,2013-01-01 00:00:00+00,New York State Assembly,#,2017-02-01 00:00:00+00,2473,Republican,LOWER,Joseph,,753443,000000000009,NY
12221,DelMonte,STATE,0,12221,2011-01-01 00:00:00+00,New York State Assembly,#,0001-01-02 00:00:00+00,2473,Democrat,LOWER,Francine,,7531,000000000138,NY
17941,Glick,STATE,0,17941,2011-01-01 00:00:00+00,New York State Assembly,#,2013-01-01 00:00:00+00,2473,Democrat,LOWER,Deborah,,7600,000000000066,NY
13949,Silver,STATE,1,122766,2013-01-01 00:00:00+00,New York State Assembly,#,2015-11-30 00:00:00+00,2473,Democrat,LOWER,Sheldon,,753547,000000000065,NY
136247,Bailey,STATE,1,200773,2017-01-01 00:00:00+00,New York State Senate,#,2019-01-01 00:00:00+00,4502,Democrat,UPPER,Jamaal,,753637,000000000036,NY
9598,Katz,STATE,1,109491,2013-01-01 00:00:00+00,New York State Assembly,#,2017-01-01 00:00:00+00,2473,Republican,LOWER,Steve,,753461,000000000094,NY
